agency.agencyEmail,agency.agencyId,agency.agencyName,agency.agencyPhone,agency.agencyTimezone,agency.agencyType,agency.agencyUrl,endStop,hasPaths,isValid,routeDepot,routeDepotList,routeId,routeLongName,routeShortName,routeType,skipCount,startStop
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PARK CIRCUS 7 POINT CROSSING,True,Y,OTHER,['OTHER'],3768,BICHALI GHAT - PARK CIRCUS,42:UP,3,0,BICHALI GHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,SALTLAKE,['SALTLAKE'],80,BARUIPUR - KARUNAMOYEE (SALT LAKE),AC14:UP,3,0,BARUIPUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TALPUKUR (BARRACKPORE),True,Y,,['OTHER'],5730,HOWRAH STATION - TALPUKUR (BARRACKPORE),NS2:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JADAVPUR UNIVERSITY (8B BUS STAND),True,Y,,['OTHER'],5441,BEHALA CHOWRASTHA - JADAVPUR UNIVERSITY (8B BUS STAND),AC31:DN,3,0,BEHALA CHOWRASTHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GHATAK PUKUR,True,Y,OTHER,['OTHER'],5643,BABUGHAT / BAND STAND - GHATAK PUKUR,213:DN,3,0,BABUGHAT / BAND STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,BELGACHIA,"['BELGACHIA', 'RAJABAZAR']",5429,AMTA - ESPLANADE (WBTC BUS STAND),E6:DN,3,0,AMTA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAYABAD,True,Y,PAIKPARA,['PAIKPARA'],18,PAIKPARA - NAYABAD,S12C:DN,3,0,PAIKPARA
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KHIDIRPUR TRAM DEPOT,True,Y,OTHER,['OTHER'],5366,ESPLANADE (WBTC BUS STAND) - KHIDIRPUR TRAM DEPOT,RT36:DN,0,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RADHA NAGAR,True,Y,OTHER,['OTHER'],6070,ESPLANADE- RADHA NAGAR,E44:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,LAKE TOWN (JESSORE ROAD),True,Y,OTHER,['OTHER'],3796,DHAKURIA - LAKE TOWN (JESSORE ROAD),47:UP,3,0,DHAKURIA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SHYAM BAZAR METRO,True,Y,,['OTHER'],6048,NAGERBAZAR - SHYAMBAZAR,PSP5:DN,3,0,NAGER BAZAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AIRPORT (GATE NO.1),True,Y,MANIKTALA,['MANIKTALA'],36,GARIA BUS STAND - AIRPORT (GATE NO.1),S37A:DN,3,0,GARIA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,45 BUS STAND (BAISHNABGHATA),True,Y,OTHER,['OTHER'],6226,HOWRAH F.S. STATION - BAISHNABGHATA,S135:DN,3,0,HOWRAH FIRE STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BBD BAG,True,Y,OTHER,['OTHER'],5616,DAS PARA (PEPSI) - BBD BAG,S106:UP,3,0,DAS PARA (PEPSI)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HAKIMPUR BUS STOP,True,Y,OTHER,['OTHER'],6083,BARASAT- HAKIMPUR,D9:UP,3,0,BARASAT KAZIPARA BUS DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SHAPOORJI,True,Y,HOWRAH,['HOWRAH'],74,HOWRAH STATION - SHAPOORJI,AC12:UP,3,0,HOWRAH
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,CHAITAL GHAT,True,Y,OTHER,['OTHER'],6030,RAJABAZAR - CHAITALGHAT,T10:UP,3,0,RAJA BAZAR TRAM DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,LAKE,['LAKE'],16,BALLYGUNGE STATION - HOWRAH STATION,S10A:UP,3,0,BALLYGUNGE STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ACHIPUR,True,Y,,['OTHER'],5980,HOWRAH  STN - ACHIPUR,C44:DN,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,THAKURPUKUR (3A),True,Y,MANIKTALA,['MANIKTALA'],349,SEALDAH (JAGAT CINEMA) - THAKURPUKUR (3A),S3A:DN,3,0,SEALDAH (JAGAT CINEMA)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,,['OTHER'],5853,PAILAN - HOWRAH STATION,12C/1B:UP,3,0,PAILAN
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,,['OTHER'],6074,BADURIA - DIGHA,E56:UP,3,0,BADURIA BUS TERMINUS
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BALLYGUNGE STATION,True,Y,OTHER,['OTHER'],5364,ESPLANADE (WBTC BUS STAND) - BALLYGUNGE STATION,RT24:DN,0,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DAKSHINESWAR,True,Y,OTHER,['OTHER'],6239,BARASAT-DAKSHINESWAR,DN2:DN,3,0,BARASAT BUS STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ASANSOL (CHELIDANGA BUS STOP),True,Y,,['OTHER'],6082,KARUNAMOYEE - ASANSOL (BANGLASHREE EXPRESS),BE11:UP,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SHIBARAMPUR ,True,Y,OTHER,['OTHER'],5549,HOWRAH STATION - SHIBARAMPUR ,12C/1:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KAMALGAZI,True,Y,KASBA,['KASBA'],30,HOWRAH STATION - KAMALGAZI,S24:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],5589,KARUNAMOYEE (SALT LAKE) - ESPLANADE (WBTC BUS STAND),46A:DN,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JOKA,True,Y,,['OTHER'],5741,HOWRAH STATION - JOKA,NS7:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SARSUNA,True,Y,OTHER,['OTHER'],322,HOWRAH STATION - SARSUNA,7A:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JADAVPUR UNIVERSITY (8B BUS STAND),True,Y,OTHER,['OTHER'],5228,HARIMOHAN GHOSH COLLEGE (SAILASREE) - JADAVPUR UNIVERSITY (8B BUS STAND),S14B:DN,3,0,HARIMOHAN GHOSH COLLEGE (SAILASREE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HIGH COURT,True,Y,OTHER,['OTHER'],5688,KUNDGHAT - HIGH COURT,208:UP,3,0,KUNDGHAT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HARIMOHAN GHOSH COLLEGE (SAILASREE),True,Y,KHIDDERPUR,['KHIDDERPUR'],5403,HOWRAH STATION - HARIMOHAN GHOSH COLLEGE (SAILASREE),C7:UP,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,HOWRAH,['OTHER'],5449,PATULI - HOWRAH STATION,AC24:UP,3,0,PATULI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BIRATI HOUSING/237 BUS TERMINUS,True,Y,OTHER,['OTHER'],6189,BABUGHAT -  BIRATI HOUSING ,237:DN,3,0,BABUGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AIRPORT (GATE NO.1),True,Y,OTHER,['OTHER'],4755,BEHALA CHOWRASTHA - AIRPORT (GATE NO.1),S48:DN,3,0,BEHALA CHOWRASTHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JOKA,True,Y,THAKURPUKUR,['THAKURPUKUR'],351,AMITY UNIVERSITY - JOKA,S3W:DN,3,0,AMITY UNIVERSITY
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,RAJA BAZAR TRAM DEPOT,True,Y,OTHER,['OTHER'],5372,ESPLANADE (KC DAS) - RAJA BAZAR TRAM DEPOT,RT12:DN,0,0,ESPLANADE (KC DAS)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,JADAVPUR  PALBAZAR,True,Y,,['OTHER'],5543,RAMNAGAR - JADAVPUR  PALBAZAR,1:DN,3,0,RAMNAGAR
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,,['OTHER'],5546,RAJABAGAN - HOWRAH STATION,12A:UP,3,0,RAJABAGAN
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,JHIKHIRA,True,Y,,['OTHER'],6099,HOWRAH - JHIKIRA,E31/1:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org, CANTONMENT 2 NO. RAIL GATE,True,Y,,['OTHER'],5698,ESPLANADE (WBTC BUS STAND) -  CANTONMENT 2 NO. RAIL GATE,M34:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARRACKPORE COURT,True,Y,,['OTHER'],6242,KINGSTON LAW COLLEGE - BARRACKPUR COURT,S34B:UP,3,0,KINGSTON LAW COLLEGE
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AMITY UNIVERSITY,True,Y,SALTLAKE,['SALTLAKE'],370,SANTRAGACHI - AMITY UNIVERSITY,AC41:DN,3,0,SANTRAGACHI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HARIDEVPUR,True,Y,SALTLAKE,['SALTLAKE'],326,HOWRAH STATION - HARIDEVPUR,S4C:DN,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BELUR MATH,True,Y,GHASHBAGAN,['GHASHBAGAN'],5376,JOYRAMBATI - BELUR MATH,ACT11:DN,3,0,JAYRAMBATI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,HOWRAH,['HOWRAH'],17,NEWTOWN - HOWRAH STATION,S12:DN,3,0,NEWTOWN
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KOLKATA WEST INTERNATIONAL CITY,True,Y,,['OTHER'],5943,GARIA-KOLKATA WEST INTERNATIONAL CITY,D17:UP,3,0,GARIA
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,HABRA,['HABRA'],5416,HABRA - DIGHA,E19:UP,3,0,HABRA WBTC DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AMITY UNIVERSITY,True,Y,SALTLAKE,['SALTLAKE'],20,HOWRAH STATION - AMITY UNIVERSITY,S12E:UP,3,0,HOWRAH STATION
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,ANANDAPUR,True,Y,OTHER,['OTHER'],5259,JOKA - ANANDAPUR,S131:UP,3,0,JOKA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BAGBAZAR ,True,Y,OTHER,['OTHER'],6212,GOLF GREEN-BAGBAZAR,240/1:UP,3,0,GOLF GREEN
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KHIDIRPUR TRAM DEPOT,True,Y,OTHER,['OTHER'],5355,BALLYGUNGE STATION - KHIDIRPUR TRAM DEPOT,RT24/36:UP,0,0,BALLYGUNGE STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JANAKALYAN,True,Y,,['OTHER'],6265,TOLLYGUNGE - JANAKALYAN,M18:DN,3,0,TOLLYGUNGE WBTC TRAM DEPOT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,JALESHWAR SHIV MANDIR,True,Y,,['OTHER'],6133, ESPLANADE (WBTC BUS STAND) - JALESWAR  VIA BAGUIHATI  ,D22:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],6041,ESPLANADE (WBTC BUS STAND) - HOWRAH STATION,PSP1:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARRACKPORE,True,Y,,['OTHER'],6303,KARUNAMOYEE - BARRACKPUR STN,BFSP6:UP,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BUILDING MORE (BELEGHATA),True,Y,OTHER,['OTHER'],5791,GARIA STATION - BUILDING MORE (BELEGHATA),45/A:UP,3,0,GARIA STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KANCHRAPARA,True,Y,,['OTHER'],6093,KANCHRAPARA - BARASAT (KARUNAMOYEE),E48:DN,3,0,KARUNAMOYEE (SALT LAKE)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,SURI BUS STAND,True,Y,BELGACHIA,['BELGACHIA'],5381,ESPLANADE (WBTC BUS STAND) - SURI BUS STAND,ACT14:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PARNASREE,True,Y,TARATALA,['TARATALA'],325,HOWRAH STATION - PARNASREE,E4:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DUNLOP,True,Y,OTHER,['OTHER'],5676,ESPLANADE (WBTC BUS STAND) - DUNLOP,34B:UP,3,0,ESPLANADE (WBTC BUS STAND)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,THAKURPUKUR PS,True,Y,,['OTHER'],5577,BABUGHAT / BAND STAND - THAKURPUKUR PS,40:DN,3,0,BABUGHAT / BAND STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DHAKURIA,True,Y,,['OTHER'],6174,BEHALA 14 NO. - DHAKURIA,M15A:UP,3,0,BEHALA (14) NO WBTC BUS STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HABRA WBTC DEPOT,True,Y,HABRA,['HABRA'],5408,NAIHATI BUS STAND - HABRA,D2:DN,3,0,NAIHATI BUS STAND
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BALAKA,True,Y,SLD,['OTHER'],5480,SANTRAGACHI - BALAKA,ST10:UP,3,0,SANTRAGACHI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NILGUNGE BUS DEPOT,True,Y,OTHER,['OTHER'],4862,HOWRAH STATION - NILGUNGE BUS DEPOT,E32:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BIDHANNAGAR RLY STN,True,Y,MANIKTALA,['MANIKTALA'],338,JADAVPUR UNIVERSITY (8B BUS STAND) - ULTADANGA,S19:UP,3,0,JADAVPUR UNIVERSITY (8B BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,SANTRAGACHI,True,Y,OTHER,['OTHER'],5451,AIRPORT (GATE NO.3) - SANTRAGACHI,AC3:UP,3,0,AIRPORT (GATE NO.3)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5929,MEDINIPUR - KOLKATA (BANGLASHREE EXPRESS),BE15:DN,3,0,MEDINIPUR CENTRAL BUS STOP
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SAKHER BAZAR,True,Y,OTHER,['OTHER'],5575,MILK COLONY  - SAKHER BAZAR,3D:DN,3,0,MILK COLONY 
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,OLD  DAKGHAR (S.M.NAGAR),True,Y,OTHER,['OTHER'],5627,BAGHAJATIN - OLD  DAKGHAR (S.M.NAGAR),13C:UP,3,0,BAGHAJATIN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,SALTLAKE,['SALTLAKE'],361,JADAVPUR UNIVERSITY (8B BUS STAND) - KARUNAMOYEE (SALT LAKE),S9:UP,3,0,JADAVPUR UNIVERSITY (8B BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT BUS STAND,True,Y,BARASAT,['BARASAT'],5384,DIGHA - BARASAT,ACT5:DN,3,0,NEW DIGHA CENTRAL BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BBD BAG,True,Y,OTHER,['OTHER'],6231,DUNLOP - BBD BAG,S159:DN,3,0,DUNLOP
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAYABAD,True,Y,OTHER,['OTHER'],5679,HOWRAH STATION - NAYABAD,37A:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAGER BAZAR,True,Y,OTHER,['OTHER'],5686,GOL PARK - NAGER BAZAR,221:UP,3,0,GOL PARK
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NABANNA,True,Y,RAJABAZAR,['RAJABAZAR'],5401,RAJA BAZAR TRAM DEPOT - NABANNA (TOLL GATE),C39:UP,3,0,RAJA BAZAR TRAM DEPOT
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,LAKE ROAD,True,Y,,['OTHER'],5718,HOWRAH STATION - LAKE ROAD,111:DN,3,0,HOWRAH STATION
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,PICNIC GARDEN / 39 BUS STAND,True,Y,,['OTHER'],6207,HIGH COURT - PICNIC GARDEN,39:DN,3,0,HIGH COURT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AMTALA,True,Y,OTHER,['OTHER'],6016,CHAITANYAPUR - AMTOLA (VIA ESPLANADE),E53:DN,3,0,CHAITANYAPUR BUS STOP
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KADAM TALA,True,Y,OTHER,['OTHER'],5633,SEALDAH (BR SINGH HOSPITAL) - KADAM TALA,21/1:DN,3,0,SEALDAH (BR SINGH HOSPITAL)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SEALDAH,True,Y,MANIKTALA,['MANIKTALA'],56,SANTRAGACHI - SEALDAH,S39A:UP,3,0,SANTRAGACHI
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6277,USTI - ESPLANADE ,ST26:UP,3,0,USTI
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,KOLKATA STATION,True,Y,,['OTHER'],5620,RAMNAGAR - KOLKATA STATION,S56:UP,3,0,RAMNAGAR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,HABRA,['HABRA'],5387,HABRA - DIGHA,ACT8:UP,3,0,HABRA WBTC DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH FIRE STATION,True,Y,OTHER,['OTHER'],5820,BATANAGAR BUS STAND - HOWRAH FIRE STATION,S126:UP,3,0,BATANAGAR BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SEALDAH,True,Y,OTHER,['OTHER'],5586,GARIA STATION - SEALDAH,45B:UP,3,0,GARIA STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NABANNA (TOLL GATE),True,Y,OTHER,['OTHER'],99,AMTALA - NABANNA (TOLL GATE),ORD1A:UP,3,0,AMTALA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NEWTOWN,True,Y,OTHER,['OTHER'],5446,BEHALA (14) - NEWTOWN,M14:UP,3,0,BEHALA (14)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TOLLYGUNGE (METRO),True,Y,OTHER,['OTHER'],458,AIRPORT (GATE NO.1) - TOLLYGUNGE (METRO),V1:DN,3,0,AIRPORT (GATE NO.1)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JADAVPUR UNIVERSITY (8B BUS STAND),True,Y,OTHER,['OTHER'],5797,BBD BAG - JADAVPUR UNIVERSITY (8B BUS STAND),S103:DN,3,0,BBD BAG
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,LAKE,['LAKE'],27,KUNDGHAT - HOWRAH STATION,S2:UP,3,0,KUNDGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BANSHDRONI,True,Y,OTHER,['OTHER'],3875,BBD BAG - BANSHDRONI,205:DN,3,0,BBD BAG
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,,['OTHER'],6295,KAMALGAZI - KARUNAMOYEE,BFSP2:UP,3,0,KAMALGAZI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HABRA WBTC DEPOT,True,Y,OTHER,['OTHER'],6017,ASANSOL- HABRA,E41:DN,3,0,ASANSOL (CHELIDANGA BUS STOP)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BAGUIHATI,True,Y,OTHER,['OTHER'],5256,HOWRAH STATION - BAGUIHATI,44:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GACHTALA,True,Y,OTHER,['OTHER'],5770,HIGH COURT - GACHTALA,41B:DN,3,0,HIGH COURT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,PALASHIPARA,True,Y,,['OTHER'],5985,ESPLANADE - PALASIPARA (VIA TEHATTA),E24:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,DANKUNI HOUSING,True,Y,OTHER,['OTHER'],101,PARK CIRCUS - DANKUNI,C23:UP,3,0,PARK CIRCUS 7 POINT CROSSING
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],5608,BARUIPUR - ESPLANADE (WBTC BUS STAND),80A:UP,3,0,BARUIPUR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],5909,GADIARA- ESPLANADE(SBSTC BUS STAND),E7/1:DN,3,0,GADIARA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SANTRAGACHI,True,Y,OTHER,['OTHER'],6023,SANTRAGACHI - HABRA,E36:UP,3,0,HABRA WBTC DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAZRUL TIRTHA (NEW TOWN),True,Y,SALTLAKE,['SALTLAKE'],376,NABANNA (TOLL GATE) - NAZRUL TIRTHA (NEW TOWN),AC44:UP,3,0,PTS
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,B. DARDEN (SHIBPUR),True,Y,,['OTHER'],5641,TANGRA - B. DARDEN (SHIBPUR),L16:DN,3,0,TANGRA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BABUGHAT,True,Y,OTHER,['OTHER'],6202,RAHARA BAZAR - BABUGHAT ( ESPLANADE),78/1:DN,3,0,RAHARA BAZAR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HAKIMPUR BUS STOP,True,Y,,['OTHER'],6122,MACHLANDAPUR - HAKIMPUR,D9/S:UP,3,0,MACHHALANDAPUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5808,NASKAR HAT - HOWRAH STATION,118:UP,3,0,NASKAR HAT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,,['OTHER'],5900,ESPLANADE TO DIGHA (RAJABAZAR),E40/1:UP,3,0,ESPLANADE (WBTC BUS STAND)
